# Version 1.00
#
freq[Hz];db:Trc1_S21;ang:Trc1_S21;
3.611715000000000E+009;-4.950278250385124E+001;-1.455597630156326E+002;
3.611720000000000E+009;-4.947595585883036E+001;-1.459580399139865E+002;
3.611725000000000E+009;-4.942313188757517E+001;-1.455488304419371E+002;
3.611730000000000E+009;-4.950180150050470E+001;-1.458594096506398E+002;
3.611735000000000E+009;-4.942841541142112E+001;-1.455860257061094E+002;
3.611740000000000E+009;-4.939617858771263E+001;-1.463561370181270E+002;
3.611745000000000E+009;-4.955859786999139E+001;-1.458246802065327E+002;
3.611750000000000E+009;-4.941418110520541E+001;-1.462889996188553E+002;
3.611755000000000E+009;-4.944962672839225E+001;-1.456242105343915E+002;
3.611760000000000E+009;-4.943435449850909E+001;-1.459534606586043E+002;
3.611765000000000E+009;-4.941006620744062E+001;-1.455105729572391E+002;
3.611770000000000E+009;-4.937193727314296E+001;-1.462313240425951E+002;
3.611775000000000E+009;-4.940304647156129E+001;-1.457139650496492E+002;
3.611780000000000E+009;-4.943880046672882E+001;-1.457554605246858E+002;
3.611785000000000E+009;-4.941418753955183E+001;-1.461597676178847E+002;
3.611790000000000E+009;-4.949372794381868E+001;-1.463954613020715E+002;
3.611795000000000E+009;-4.938380105379583E+001;-1.466129763445549E+002;
3.611800000000000E+009;-4.946783350937415E+001;-1.465012739394747E+002;
3.611805000000000E+009;-4.945504034633783E+001;-1.468373758431960E+002;
3.611810000000000E+009;-4.944918625027242E+001;-1.466939856617908E+002;
3.611815000000000E+009;-4.933911041290843E+001;-1.466023241064080E+002;
3.611820000000000E+009;-4.953160854769892E+001;-1.468941163815210E+002;
3.611825000000000E+009;-4.937494555645105E+001;-1.468330789577822E+002;
3.611830000000000E+009;-4.944597344219403E+001;-1.468658106312512E+002;
3.611835000000000E+009;-4.950079752382877E+001;-1.467845406452822E+002;
3.611840000000000E+009;-4.944786373198962E+001;-1.473083153670088E+002;
3.611845000000000E+009;-4.949959550275204E+001;-1.468890836267075E+002;
3.611850000000000E+009;-4.946060510441913E+001;-1.465224004119637E+002;
3.611855000000000E+009;-4.944399886037922E+001;-1.472875558969968E+002;
3.611860000000000E+009;-4.943874252349096E+001;-1.469578054360165E+002;
3.611865000000000E+009;-4.942959619398962E+001;-1.471117475828917E+002;
3.611870000000000E+009;-4.931116630476102E+001;-1.465371452824124E+002;
3.611875000000000E+009;-4.947729842260670E+001;-1.474177796922594E+002;
3.611880000000000E+009;-4.945338091239918E+001;-1.471412410461218E+002;
3.611885000000000E+009;-4.944769171837091E+001;-1.478875484748054E+002;
3.611890000000000E+009;-4.944924334995900E+001;-1.469681535665873E+002;
3.611895000000000E+009;-4.938122584404813E+001;-1.472010059419621E+002;
3.611900000000000E+009;-4.943960141466204E+001;-1.470802792336890E+002;
3.611905000000000E+009;-4.944820760914369E+001;-1.469538469519906E+002;
3.611910000000000E+009;-4.937433338387191E+001;-1.479794836312626E+002;
3.611915000000000E+009;-4.939784989115732E+001;-1.473998779628268E+002;
3.611920000000000E+009;-4.944584367111720E+001;-1.482249798479496E+002;
3.611925000000000E+009;-4.949406895822720E+001;-1.478518186519379E+002;
3.611930000000000E+009;-4.949906952908706E+001;-1.469596815984643E+002;
3.611935000000000E+009;-4.953318680549405E+001;-1.476209248535405E+002;
3.611940000000000E+009;-4.940913957374347E+001;-1.472554583161405E+002;
3.611945000000000E+009;-4.939291949117725E+001;-1.523111734220707E+002;
3.611950000000000E+009;-4.935462480403576E+001;-1.455750234032894E+002;
3.611955000000000E+009;-4.953797620084910E+001;-1.510665356811596E+002;
3.611960000000000E+009;-4.969916935705393E+001;-1.444496815582135E+002;
3.611965000000000E+009;-4.929514133730926E+001;-1.492626325085183E+002;
3.611970000000000E+009;-4.936801951216151E+001;-1.497406883536768E+002;
3.611975000000000E+009;-4.955890995213309E+001;-1.497897419244071E+002;
3.611980000000000E+009;-4.942238683252753E+001;-1.472594829304603E+002;
3.611985000000000E+009;-4.946546216939162E+001;-1.484021164597527E+002;
3.611990000000000E+009;-4.944175593620032E+001;-1.479441151143587E+002;
3.611995000000000E+009;-4.953055066979702E+001;-1.462775543070989E+002;
3.612000000000000E+009;-4.945109388158621E+001;-1.487477833941136E+002;
3.612005000000000E+009;-4.940333227652141E+001;-1.484668656133859E+002;
3.612010000000000E+009;-4.953288522754565E+001;-1.486488093686169E+002;
3.612015000000000E+009;-4.952064467467196E+001;-1.481555253896221E+002;
3.612020000000000E+009;-4.951457763068936E+001;-1.483422921148397E+002;
3.612025000000000E+009;-4.953066851074132E+001;-1.485058724879268E+002;
3.612030000000000E+009;-4.956276993732043E+001;-1.485106821653076E+002;
3.612035000000000E+009;-4.951240692023347E+001;-1.484549685016097E+002;
3.612040000000000E+009;-4.944888043884309E+001;-1.490856208552559E+002;
3.612045000000000E+009;-4.950820342215670E+001;-1.488756000092374E+002;
3.612050000000000E+009;-4.947789674869883E+001;-1.486027520729909E+002;
3.612055000000000E+009;-4.944764123206617E+001;-1.483675230788191E+002;
3.612060000000000E+009;-4.941228141826379E+001;-1.490145060976273E+002;
3.612065000000000E+009;-4.953641182562438E+001;-1.492868882734891E+002;
3.612070000000000E+009;-4.950008278002776E+001;-1.494120234673383E+002;
3.612075000000000E+009;-4.946083683837378E+001;-1.493450456480142E+002;
3.612080000000000E+009;-4.946311136983130E+001;-1.489881775494720E+002;
3.612085000000000E+009;-4.949618535726525E+001;-1.486407067313580E+002;
3.612090000000000E+009;-4.947311639808409E+001;-1.489589312484436E+002;
3.612095000000000E+009;-4.946181577348857E+001;-1.492277861138817E+002;
3.612100000000000E+009;-4.940008371819870E+001;-1.492682206917199E+002;
3.612105000000000E+009;-4.944494424545642E+001;-1.488931641218296E+002;
3.612110000000000E+009;-4.939334806308158E+001;-1.489925571820825E+002;
3.612115000000000E+009;-4.941276558737036E+001;-1.495577997756581E+002;
3.612120000000000E+009;-4.950846096501947E+001;-1.490443644903621E+002;
3.612125000000000E+009;-4.934874130163905E+001;-1.499452512742982E+002;
3.612130000000000E+009;-4.949264188164874E+001;-1.487643678631625E+002;
3.612135000000000E+009;-4.940512894319197E+001;-1.498288334966029E+002;
3.612140000000000E+009;-4.948940793587092E+001;-1.494377184751129E+002;
3.612145000000000E+009;-4.951387461515815E+001;-1.495339860916195E+002;
3.612150000000000E+009;-4.957806388712459E+001;-1.496618932635963E+002;
3.612155000000000E+009;-4.933207349043353E+001;-1.502142324548907E+002;
3.612160000000000E+009;-4.936691366725590E+001;-1.505053953540128E+002;
3.612165000000000E+009;-4.946251269832685E+001;-1.498303853351413E+002;
3.612170000000000E+009;-4.956980897120467E+001;-1.500477463322896E+002;
3.612175000000000E+009;-4.946776840205598E+001;-1.499949953556152E+002;
3.612180000000000E+009;-4.943442992950167E+001;-1.495533606511579E+002;
3.612185000000000E+009;-4.944208498589920E+001;-1.504855449241561E+002;
3.612190000000000E+009;-4.955215031477152E+001;-1.502203613801219E+002;
3.612195000000000E+009;-4.936079875506656E+001;-1.504990174623177E+002;
3.612200000000000E+009;-4.949518804229044E+001;-1.498831151907978E+002;
3.612205000000000E+009;-4.951763922105151E+001;-1.504990235901944E+002;
3.612210000000000E+009;-4.940578748752508E+001;-1.498860920892399E+002;
3.612215000000000E+009;-4.945106398329477E+001;-1.503784401792295E+002;
3.612220000000000E+009;-4.945821511799642E+001;-1.499665422401407E+002;
3.612225000000000E+009;-4.949612735771084E+001;-1.506252043030458E+002;
3.612230000000000E+009;-4.949810815404777E+001;-1.502161758613916E+002;
3.612235000000000E+009;-4.941632820611005E+001;-1.509104327999322E+002;
3.612240000000000E+009;-4.951349339954077E+001;-1.508063239423039E+002;
3.612245000000000E+009;-4.941170901457477E+001;-1.510549342155373E+002;
3.612250000000000E+009;-4.953167768608316E+001;-1.503923666413930E+002;
3.612255000000000E+009;-4.948015321436177E+001;-1.512935671817538E+002;
3.612260000000000E+009;-4.942467975529753E+001;-1.504685555916323E+002;
3.612265000000000E+009;-4.939597924799629E+001;-1.509752538401282E+002;
3.612270000000000E+009;-4.938881275014937E+001;-1.502338830074254E+002;
3.612275000000000E+009;-4.944775140804654E+001;-1.499423208605810E+002;
3.612280000000000E+009;-4.951276166492127E+001;-1.509247122308131E+002;
3.612285000000000E+009;-4.940900028011610E+001;-1.510132091463511E+002;
3.612290000000000E+009;-4.936696067025243E+001;-1.512444651589352E+002;
3.612295000000000E+009;-4.951180182748899E+001;-1.505451373854030E+002;
3.612300000000000E+009;-4.941585572750999E+001;-1.512409845647582E+002;
3.612305000000000E+009;-4.939196396651312E+001;-1.507825223410800E+002;
3.612310000000000E+009;-4.943617619027009E+001;-1.510891968175499E+002;
3.612315000000000E+009;-4.945709138099132E+001;-1.514597701812836E+002;
3.612320000000000E+009;-4.944918862878782E+001;-1.516377267495912E+002;
3.612325000000000E+009;-4.940202449421445E+001;-1.513620146148813E+002;
3.612330000000000E+009;-4.950916753776211E+001;-1.513099483197651E+002;
3.612335000000000E+009;-4.942413834956933E+001;-1.514147996418100E+002;
3.612340000000000E+009;-4.951431862164349E+001;-1.519766810340762E+002;
3.612345000000000E+009;-4.942409459336033E+001;-1.507819633069009E+002;
3.612350000000000E+009;-4.944805117459487E+001;-1.514507108787823E+002;
3.612355000000000E+009;-4.947146358097130E+001;-1.517234999478907E+002;
3.612360000000000E+009;-4.945592252929714E+001;-1.518843843188971E+002;
3.612365000000000E+009;-4.948965925360811E+001;-1.522383887674005E+002;
3.612370000000000E+009;-4.941584385969166E+001;-1.515528008955969E+002;
3.612375000000000E+009;-4.949516667725480E+001;-1.518154437602169E+002;
3.612380000000000E+009;-4.945056048780931E+001;-1.523168061590273E+002;
3.612385000000000E+009;-4.946356215367752E+001;-1.525625945682046E+002;
3.612390000000000E+009;-4.942955880001481E+001;-1.525039383360827E+002;
3.612395000000000E+009;-4.942020252192940E+001;-1.522924527414409E+002;
3.612400000000000E+009;-4.947671613150591E+001;-1.523619693078008E+002;
3.612405000000000E+009;-4.942604490499864E+001;-1.524436827318658E+002;
3.612410000000000E+009;-4.943156019933267E+001;-1.525224951479783E+002;
3.612415000000000E+009;-4.937977490090565E+001;-1.520065724988454E+002;
3.612420000000000E+009;-4.947469133572533E+001;-1.520705125207033E+002;
3.612425000000000E+009;-4.933668214729763E+001;-1.524257467778963E+002;
3.612430000000000E+009;-4.948989797009764E+001;-1.522964320547505E+002;
3.612435000000000E+009;-4.942913949864443E+001;-1.528662416921229E+002;
3.612440000000000E+009;-4.952068974436006E+001;-1.520196662270289E+002;
3.612445000000000E+009;-4.939921729536677E+001;-1.528558215426764E+002;
3.612450000000000E+009;-4.933197568085247E+001;-1.529342541090293E+002;
3.612455000000000E+009;-4.942767730589218E+001;-1.532278418731630E+002;
3.612460000000000E+009;-4.940332810660830E+001;-1.526218130508021E+002;
3.612465000000000E+009;-4.945685980842958E+001;-1.534466590242354E+002;
3.612470000000000E+009;-4.939379463932636E+001;-1.525358935276845E+002;
3.612475000000000E+009;-4.952436629196052E+001;-1.527708912776450E+002;
3.612480000000000E+009;-4.951951161440412E+001;-1.524015998760550E+002;
3.612485000000000E+009;-4.942683867556262E+001;-1.526633042232778E+002;
3.612490000000000E+009;-4.948791398736793E+001;-1.523573260800116E+002;
3.612495000000000E+009;-4.942103574621746E+001;-1.529148401427231E+002;
3.612500000000000E+009;-4.954916081508835E+001;-1.536767599071599E+002;
3.612505000000000E+009;-4.951073643287560E+001;-1.532515424090981E+002;
3.612510000000000E+009;-4.942356640646182E+001;-1.534282655628298E+002;
3.612515000000000E+009;-4.935320251926466E+001;-1.530221712635213E+002;
3.612520000000000E+009;-4.949471697728473E+001;-1.531855475887778E+002;
3.612525000000000E+009;-4.947151286587467E+001;-1.533751674634226E+002;
3.612530000000000E+009;-4.940509170908011E+001;-1.538703693013934E+002;
3.612535000000000E+009;-4.947623145249626E+001;-1.530538813627007E+002;
3.612540000000000E+009;-4.945356327019292E+001;-1.534069057661390E+002;
3.612545000000000E+009;-4.947356947091429E+001;-1.528985879053051E+002;
3.612550000000000E+009;-4.944395977739938E+001;-1.532462633381019E+002;
3.612555000000000E+009;-4.942647220262646E+001;-1.533248337159415E+002;
3.612560000000000E+009;-4.945033436553193E+001;-1.536740695364887E+002;
3.612565000000000E+009;-4.943904325621819E+001;-1.535947121912648E+002;
3.612570000000000E+009;-4.943328544751559E+001;-1.535231498368887E+002;
3.612575000000000E+009;-4.939845685556336E+001;-1.536359410228741E+002;
3.612580000000000E+009;-4.939407805235967E+001;-1.540401969754034E+002;
3.612585000000000E+009;-4.944826945068412E+001;-1.539923857213899E+002;
3.612590000000000E+009;-4.940788345896924E+001;-1.539453382782823E+002;
3.612595000000000E+009;-4.938371332427568E+001;-1.538904357924027E+002;
3.612600000000000E+009;-4.943342566293300E+001;-1.539346486855915E+002;
3.612605000000000E+009;-4.945977752808405E+001;-1.540094164717347E+002;
3.612610000000000E+009;-4.946231101819685E+001;-1.541944897024642E+002;
3.612615000000000E+009;-4.941603185392181E+001;-1.535996366823707E+002;
3.612620000000000E+009;-4.941382927503006E+001;-1.539628540029938E+002;
3.612625000000000E+009;-4.940351684196870E+001;-1.539524759293534E+002;
3.612630000000000E+009;-4.951761686147582E+001;-1.542717721859479E+002;
3.612635000000000E+009;-4.939934141101661E+001;-1.537800652453519E+002;
3.612640000000000E+009;-4.940449976075684E+001;-1.538767780126029E+002;
3.612645000000000E+009;-4.944157945496318E+001;-1.546584934265269E+002;
3.612650000000000E+009;-4.937525228013264E+001;-1.552673844805750E+002;
3.612655000000000E+009;-4.938199210767176E+001;-1.545652182447210E+002;
3.612660000000000E+009;-4.943778583445319E+001;-1.545861088959819E+002;
3.612665000000000E+009;-4.950662007373110E+001;-1.543820155488515E+002;
3.612670000000000E+009;-4.936852478577695E+001;-1.544042999965224E+002;
3.612675000000000E+009;-4.947265047955494E+001;-1.544143454373961E+002;
3.612680000000000E+009;-4.949220937116920E+001;-1.544946748683292E+002;
3.612685000000000E+009;-4.939091726575897E+001;-1.549411530079907E+002;
3.612690000000000E+009;-4.942171705630266E+001;-1.552943439229483E+002;
3.612695000000000E+009;-4.943529293829435E+001;-1.550069702621239E+002;
3.612700000000000E+009;-4.949238418641784E+001;-1.549930695007182E+002;
3.612705000000000E+009;-4.933956087488483E+001;-1.557673574858914E+002;
3.612710000000000E+009;-4.941907488258519E+001;-1.550326025685183E+002;
3.612715000000000E+009;-4.946530635222858E+001;-1.552671016141401E+002;
3.612720000000000E+009;-4.947528274877202E+001;-1.551721508746954E+002;
3.612725000000000E+009;-4.934842878892953E+001;-1.553160437362061E+002;
3.612730000000000E+009;-4.939246953858248E+001;-1.554378084636235E+002;
3.612735000000000E+009;-4.941649118550732E+001;-1.555936009232111E+002;
3.612740000000000E+009;-4.948400404201949E+001;-1.553127292079967E+002;
3.612745000000000E+009;-4.940002354186320E+001;-1.545541228844582E+002;
3.612750000000000E+009;-4.944868317195745E+001;-1.553070792922582E+002;
3.612755000000000E+009;-4.941371964314273E+001;-1.552061503892990E+002;
3.612760000000000E+009;-4.938608857385154E+001;-1.549390602166092E+002;
3.612765000000000E+009;-4.940434137478981E+001;-1.549413891621736E+002;
3.612770000000000E+009;-4.951249305069847E+001;-1.552096282755239E+002;
3.612775000000000E+009;-4.946911207159715E+001;-1.554233738447299E+002;
3.612780000000000E+009;-4.943107044029802E+001;-1.558384094811140E+002;
3.612785000000000E+009;-4.933992621983294E+001;-1.557296178003949E+002;
3.612790000000000E+009;-4.944394708136910E+001;-1.558324129112518E+002;
3.612795000000000E+009;-4.942426398822199E+001;-1.558649975667375E+002;
3.612800000000000E+009;-4.953349521237691E+001;-1.562587842994202E+002;
3.612805000000000E+009;-4.930756829130191E+001;-1.560352153702094E+002;
3.612810000000000E+009;-4.940939621933562E+001;-1.563970776086529E+002;
3.612815000000000E+009;-4.937361825262342E+001;-1.560322030027758E+002;
3.612820000000000E+009;-4.948576374125657E+001;-1.565634297018353E+002;
3.612825000000000E+009;-4.948522523480587E+001;-1.561277494626289E+002;
3.612830000000000E+009;-4.945497180565426E+001;-1.562591101399021E+002;
3.612835000000000E+009;-4.941219776760936E+001;-1.567103889545703E+002;
3.612840000000000E+009;-4.949853494529130E+001;-1.560837378436985E+002;
3.612845000000000E+009;-4.948103253517408E+001;-1.564142486891843E+002;
3.612850000000000E+009;-4.937263078007406E+001;-1.560894123948308E+002;
3.612855000000000E+009;-4.941237349162181E+001;-1.563211830299692E+002;
3.612860000000000E+009;-4.939022595518171E+001;-1.564266356054822E+002;
3.612865000000000E+009;-4.948736888949310E+001;-1.563988410094772E+002;
3.612870000000000E+009;-4.939614348189188E+001;-1.564956896556829E+002;
3.612875000000000E+009;-4.938488151891442E+001;-1.563942742341897E+002;
3.612880000000000E+009;-4.940848686911949E+001;-1.566977457530568E+002;
3.612885000000000E+009;-4.933993292969480E+001;-1.566846742743872E+002;
3.612890000000000E+009;-4.938982947404750E+001;-1.569918549097966E+002;
3.612895000000000E+009;-4.949484665829593E+001;-1.567182801136254E+002;
3.612900000000000E+009;-4.937131380770324E+001;-1.569050936156913E+002;
3.612905000000000E+009;-4.946923977294578E+001;-1.571040620065650E+002;
3.612910000000000E+009;-4.934381597192061E+001;-1.567587910440998E+002;
3.612915000000000E+009;-4.934789212863330E+001;-1.567148227471350E+002;
3.612920000000000E+009;-4.940877657685385E+001;-1.571683191454345E+002;
3.612925000000000E+009;-4.937579486549836E+001;-1.566861901266945E+002;
3.612930000000000E+009;-4.945122802228209E+001;-1.570778940235701E+002;
3.612935000000000E+009;-4.936023463334374E+001;-1.567616124075472E+002;
3.612940000000000E+009;-4.941081308805459E+001;-1.573344046917637E+002;
3.612945000000000E+009;-4.935000092083540E+001;-1.569126219394078E+002;
3.612950000000000E+009;-4.940087680507414E+001;-1.576532725003114E+002;
3.612955000000000E+009;-4.950234310055136E+001;-1.573634842533024E+002;
3.612960000000000E+009;-4.929664631034935E+001;-1.571056696133832E+002;
3.612965000000000E+009;-4.941897894888842E+001;-1.567074429905750E+002;
3.612970000000000E+009;-4.941040748621803E+001;-1.574910404170390E+002;
3.612975000000000E+009;-4.940905015257088E+001;-1.575379425672433E+002;
3.612980000000000E+009;-4.943563177974021E+001;-1.575108845310955E+002;
3.612985000000000E+009;-4.937772900426467E+001;-1.565633361479438E+002;
3.612990000000000E+009;-4.936676299097265E+001;-1.576873877790977E+002;
3.612995000000000E+009;-4.945984017264892E+001;-1.579345024333887E+002;
3.613000000000000E+009;-4.947102286707111E+001;-1.577868937546408E+002;
3.613005000000000E+009;-4.941764542101807E+001;-1.577278948729429E+002;
3.613010000000000E+009;-4.946128182745540E+001;-1.581934146734470E+002;
3.613015000000000E+009;-4.943947408325446E+001;-1.576861020198347E+002;
3.613020000000000E+009;-4.946832328394770E+001;-1.581971735537584E+002;
3.613025000000000E+009;-4.939453812076881E+001;-1.577713355409952E+002;
3.613030000000000E+009;-4.940434828150459E+001;-1.578770709674005E+002;
3.613035000000000E+009;-4.941228836420589E+001;-1.582747947699731E+002;
3.613040000000000E+009;-4.943836965009703E+001;-1.584172118107188E+002;
3.613045000000000E+009;-4.938874939595770E+001;-1.588063121352577E+002;
3.613050000000000E+009;-4.938765961793134E+001;-1.587221862297170E+002;
3.613055000000000E+009;-4.943253033746586E+001;-1.579379963971558E+002;
3.613060000000000E+009;-4.939374329462545E+001;-1.578182741919796E+002;
3.613065000000000E+009;-4.951422933704659E+001;-1.575835879344309E+002;
3.613070000000000E+009;-4.932448954521579E+001;-1.578511696563537E+002;
3.613075000000000E+009;-4.949739318849463E+001;-1.583439414835802E+002;
3.613080000000000E+009;-4.942015978900855E+001;-1.584654017953354E+002;
3.613085000000000E+009;-4.934458106452337E+001;-1.584293741688872E+002;
3.613090000000000E+009;-4.948878780834718E+001;-1.589653943128457E+002;
3.613095000000000E+009;-4.947486027908365E+001;-1.584869455782901E+002;
3.613100000000000E+009;-4.940243267757782E+001;-1.583647603871594E+002;
3.613105000000000E+009;-4.948933987054633E+001;-1.590232289496580E+002;
3.613110000000000E+009;-4.936454571128725E+001;-1.583473391912566E+002;
3.613115000000000E+009;-4.950036621677825E+001;-1.585505814147298E+002;
3.613120000000000E+009;-4.938429355734531E+001;-1.589728867140522E+002;
3.613125000000000E+009;-4.940327424153398E+001;-1.592250582089461E+002;
3.613130000000000E+009;-4.936418432157918E+001;-1.596724958104067E+002;
3.613135000000000E+009;-4.943538537761395E+001;-1.593006586112572E+002;
3.613140000000000E+009;-4.936662863090955E+001;-1.590155194692327E+002;
3.613145000000000E+009;-4.940142142918629E+001;-1.594526626742167E+002;
3.613150000000000E+009;-4.940027115137684E+001;-1.591906488218005E+002;
3.613155000000000E+009;-4.934514353739247E+001;-1.596653417845803E+002;
3.613160000000000E+009;-4.931888429015481E+001;-1.589923886356276E+002;
3.613165000000000E+009;-4.948503923547597E+001;-1.591524616248052E+002;
3.613170000000000E+009;-4.943781338454534E+001;-1.597137842438328E+002;
3.613175000000000E+009;-4.939291519874998E+001;-1.599114367865370E+002;
3.613180000000000E+009;-4.939887746486818E+001;-1.591379497582274E+002;
3.613185000000000E+009;-4.941817989343174E+001;-1.595173316378349E+002;
3.613190000000000E+009;-4.936791917822954E+001;-1.598504478326478E+002;
3.613195000000000E+009;-4.938049561288164E+001;-1.596526728510319E+002;
3.613200000000000E+009;-4.938262218359355E+001;-1.599051287064809E+002;
3.613205000000000E+009;-4.940339316636742E+001;-1.596362319647617E+002;
3.613210000000000E+009;-4.942005413228451E+001;-1.595268112089164E+002;
3.613215000000000E+009;-4.938510604881357E+001;-1.603382964415963E+002;
3.613220000000000E+009;-4.943537892604381E+001;-1.598258210202473E+002;
3.613225000000000E+009;-4.942266958042939E+001;-1.598144449334554E+002;
3.613230000000000E+009;-4.939354747950424E+001;-1.593195082146361E+002;
3.613235000000000E+009;-4.935185216439679E+001;-1.604668848133822E+002;
3.613240000000000E+009;-4.933592620976210E+001;-1.599034828598596E+002;
3.613245000000000E+009;-4.937109507946906E+001;-1.597526905926204E+002;
3.613250000000000E+009;-4.944234901891481E+001;-1.605314615174080E+002;
3.613255000000000E+009;-4.940339441780945E+001;-1.602065373428201E+002;
3.613260000000000E+009;-4.930567835908076E+001;-1.606880294021356E+002;
3.613265000000000E+009;-4.938907285864527E+001;-1.603959671837227E+002;
3.613270000000000E+009;-4.945573589112713E+001;-1.606656888218612E+002;
3.613275000000000E+009;-4.953695680646850E+001;-1.606562024779455E+002;
3.613280000000000E+009;-4.927284962239321E+001;-1.598293459494955E+002;
3.613285000000000E+009;-4.942702340949494E+001;-1.601691055324026E+002;
3.613290000000000E+009;-4.932607505711459E+001;-1.608906165112177E+002;
3.613295000000000E+009;-4.933031994743300E+001;-1.604021500749108E+002;
3.613300000000000E+009;-4.941474978278285E+001;-1.606227788862456E+002;
3.613305000000000E+009;-4.939950582833013E+001;-1.605243386060125E+002;
3.613310000000000E+009;-4.935590653501025E+001;-1.607295362849833E+002;
3.613315000000000E+009;-4.940573915059622E+001;-1.603679503669748E+002;
3.613320000000000E+009;-4.944247989743430E+001;-1.606783175261745E+002;
3.613325000000000E+009;-4.942532798725956E+001;-1.602236157705804E+002;
3.613330000000000E+009;-4.944562548223026E+001;-1.613610753301695E+002;
3.613335000000000E+009;-4.941487538621495E+001;-1.616588991716054E+002;
3.613340000000000E+009;-4.942910128567892E+001;-1.609519839885906E+002;
3.613345000000000E+009;-4.950450628983086E+001;-1.612928359143198E+002;
3.613350000000000E+009;-4.947617096892672E+001;-1.609751189588048E+002;
3.613355000000000E+009;-4.938133750463444E+001;-1.609076655716017E+002;
3.613360000000000E+009;-4.940256794509625E+001;-1.613018558756198E+002;
3.613365000000000E+009;-4.944765140630321E+001;-1.614424395218784E+002;
3.613370000000000E+009;-4.939376129863918E+001;-1.611923212599166E+002;
3.613375000000000E+009;-4.945381627022086E+001;-1.616859433417483E+002;
3.613380000000000E+009;-4.940525899180331E+001;-1.620277821562370E+002;
3.613385000000000E+009;-4.933766940443291E+001;-1.618751323335133E+002;
3.613390000000000E+009;-4.941443850839171E+001;-1.615582542948751E+002;
3.613395000000000E+009;-4.939631870456627E+001;-1.613831869259548E+002;
3.613400000000000E+009;-4.942599889348972E+001;-1.620266740541637E+002;
3.613405000000000E+009;-4.946627177518937E+001;-1.616506035555941E+002;
3.613410000000000E+009;-4.937025119197335E+001;-1.615578227017391E+002;
3.613415000000000E+009;-4.942939833380915E+001;-1.619012046895593E+002;
3.613420000000000E+009;-4.938189870905567E+001;-1.610152978126823E+002;
3.613425000000000E+009;-4.939970638015139E+001;-1.618800842386369E+002;
3.613430000000000E+009;-4.929965195183087E+001;-1.621403087607699E+002;
3.613435000000000E+009;-4.938223558767089E+001;-1.617314906766440E+002;
3.613440000000000E+009;-4.938436208091849E+001;-1.620470124275514E+002;
3.613445000000000E+009;-4.940402014574379E+001;-1.621853928892626E+002;
3.613450000000000E+009;-4.940653352594182E+001;-1.618462987618454E+002;
3.613455000000000E+009;-4.940581032855026E+001;-1.623220955783286E+002;
3.613460000000000E+009;-4.938171803753711E+001;-1.619258519162216E+002;
3.613465000000000E+009;-4.943249738946764E+001;-1.619312064242162E+002;
3.613470000000000E+009;-4.938313015872097E+001;-1.626911210038117E+002;
3.613475000000000E+009;-4.934640245837021E+001;-1.625226265179179E+002;
3.613480000000000E+009;-4.946933268540939E+001;-1.628597900655354E+002;
3.613485000000000E+009;-4.931081268571553E+001;-1.623287781447327E+002;
3.613490000000000E+009;-4.937975863236972E+001;-1.630520551083633E+002;
3.613495000000000E+009;-4.944809040310985E+001;-1.623763717217439E+002;
3.613500000000000E+009;-4.948146436983298E+001;-1.624169372288572E+002;
3.613505000000000E+009;-4.938255947135393E+001;-1.626313338693266E+002;
3.613510000000000E+009;-4.938394292857491E+001;-1.631143359582344E+002;
3.613515000000000E+009;-4.936117549374123E+001;-1.628761058114510E+002;
3.613520000000000E+009;-4.939230481620739E+001;-1.630899542893430E+002;
3.613525000000000E+009;-4.952130160868872E+001;-1.624887450647895E+002;
3.613530000000000E+009;-4.944131778859205E+001;-1.632962633786714E+002;
3.613535000000000E+009;-4.948623678706227E+001;-1.630964746761541E+002;
3.613540000000000E+009;-4.947495386721558E+001;-1.629242105039110E+002;
3.613545000000000E+009;-4.947744886139131E+001;-1.630754663148565E+002;
3.613550000000000E+009;-4.941407510410600E+001;-1.634610422077791E+002;
3.613555000000000E+009;-4.940856361161330E+001;-1.629058540754415E+002;
3.613560000000000E+009;-4.943151266451177E+001;-1.632899041801931E+002;
3.613565000000000E+009;-4.937070031093690E+001;-1.633998704108329E+002;
3.613570000000000E+009;-4.934195621529972E+001;-1.632489593147094E+002;
3.613575000000000E+009;-4.947303264104604E+001;-1.629854942706209E+002;
3.613580000000000E+009;-4.938311014331320E+001;-1.638418554021651E+002;
3.613585000000000E+009;-4.953253868151099E+001;-1.636972088199598E+002;
3.613590000000000E+009;-4.940137661621470E+001;-1.630636005847516E+002;
3.613595000000000E+009;-4.935739196544319E+001;-1.637701334961159E+002;
3.613600000000000E+009;-4.940858688771287E+001;-1.627557608906199E+002;
3.613605000000000E+009;-4.942013590094874E+001;-1.638005634030950E+002;
3.613610000000000E+009;-4.931529808021481E+001;-1.642516854696961E+002;
3.613615000000000E+009;-4.939147729700337E+001;-1.633145376722283E+002;
3.613620000000000E+009;-4.945762462582196E+001;-1.636914741043842E+002;
3.613625000000000E+009;-4.925532792488180E+001;-1.640308871530050E+002;
3.613630000000000E+009;-4.938464936668677E+001;-1.639472623763644E+002;
3.613635000000000E+009;-4.945502807232909E+001;-1.635549400293603E+002;
3.613640000000000E+009;-4.939104399169949E+001;-1.644372822393365E+002;
3.613645000000000E+009;-4.947627299446846E+001;-1.637187521746778E+002;
